Senas ID,Senas autorius,Senas pavadinimas,Sena vieta,Patalpa,Lentyna,Pozicija,Perskaityta autorius,Perskaityta pavadinimas,Panašumas,Pasitikėjimas,Šaltinis,Viršelio nuotrauka,Pastaba
K00204,Konstantinas Simonovas (K. Simonovas),Gyvieji ir mirusieji,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,6,K. Simonovas,Gyvieji ir mirusieji,1.15,0.9,spine,,geltonsvė nugarėlė su juoda grafika
K00205,Aleksandras Puškinas,Евгений Онегин,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,7,А. С. Пушкин,Евгений Онегин,1,0.9,spine,,garstyčių spalvos nugarėlė
K01018,,,"Spinta H, 12 lentyna",Žagarinė salonas,22,8,Александр Блок,,1,0.6,spine,,"balta nugarėlė, tik autoriaus vardas"
K01040,,,"Spinta H, 13 lentyna",Žagarinė salonas,22,9,Сергей Есенин,,1,0.9,spine,,"žalias įrišimas su auksu, apačioje „1“ – pirmas tomas"
K00208,,Русский эротический фольклор,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,10,,Русский эротический фольклор,1,0.9,spine,,raudonas įrišimas su auksiniais ornamentais
K00209,Michailas Saltykovas-Ščedrinas,Мелочи жизни,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,11,,Мелочи жизни,1,0.6,spine,,serija „Классики и современники“ (KC); autoriaus pavardės ant nugarėlės nesimato
K00210,Nikolajus Gogolis,Повести; Ревизор,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,12,Н. В. Гоголь,Повести • Ревизор,1,0.9,spine,,serija „Классики и современники“ (KC)
K00212,Borisas Pasternakas,Daktaras Živaga,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,13,Borisas Pasternakas,Daktaras Živaga,1.15,0.9,spine,,serija „Nobelio premijos laureatai“
K00213,Michailas Bulgakovas,Романы. Повести. Рассказы,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,14,Михаил Булгаков,Романы. Повести. Рассказы,1,0.9,spine,,balta nugarėlė su dailininko portretine grafika viršuje
K01126,,,"Spinta I, 10 lentyna (psichologija)",Žagarinė salonas,22,15,Иосиф Бродский,,1,0.6,spine,,"juoda nugarėlė, tik autoriaus vardas"
K00215,Aleksejus N. Tolstojus,Гиперболоид инженера Гарина,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,16,Алексей Толстой,Гиперболоид инженера Гарина,1,0.9,spine,,
K00216,Šota Rustavelis,Витязь в тигровой шкуре,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,17,Шота Руставели,Витязь в тигровой шкуре,1,0.9,spine,,
K00217,Ivanas Gončarovas,Обломов,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,18,,Обломов,1,0.9,spine,Zagarine Salonas 22_1.JPG,"plona kišeninė knyga, oranžinė serijos juosta viršuje; autorius ant nugarėlės nenurodytas (И. А. Гончаров)"
K01133,,,"Spinta I, 11 lentyna (Jo Nesbø, detektyvai)",Žagarinė salonas,22,19,Гончаров,,1,0.6,spine,Zagarine Salonas 22_1.JPG,"stora tamsiai žalia knyga, ant nugarėlės apačioje oranžinėmis raidėmis „ГОНЧАРОВ“; pavadinimas užstotas"
K00218,Michailas Bulgakovas,"Полное собрание романов, повестей и рассказов в одном томе","Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,21,Михаил Булгаков,"Полное собрание романов, повестей и рассказов в одном томе",1,0.9,spine,Zagarine Salonas 22_1.JPG,stora tamsiai žalia knyga su autoriaus portretu nugarėlės viršuje
K00219,Fiodoras Dostojevskis,Преступление и наказание,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,22,Фёдор Достоевский,Преступление и наказание,1,0.9,spine,Zagarine Salonas 22_1.JPG,bordinis įrišimas su auksu ir kadro iliustracija
K00220,Fiodoras Dostojevskis,Братья Карамазовы,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,23,Фёдор Достоевский,Братья Карамазовы,1,0.9,spine,Zagarine Salonas 22_1.JPG,"kreminė nugarėlė, viršuje raudona iliustracija"
K01139,,,"Spinta I, 12 lentyna (Castaneda, Simenon)",Žagarinė salonas,22,24,Ф. М. Достоевский,,1,0.9,spine,Zagarine Salonas 22_1.JPG,"tamsiai žalias auksintas įrišimas, 6 tomas"
K01167,,,"Spinta I, 14 lentyna (įvairenybės)",Žagarinė salonas,22,25,Ф. М. Достоевский,,1,0.9,spine,Zagarine Salonas 22_1.JPG,"tamsiai žalias auksintas įrišimas, 7 tomas"
K01182,,,"Spinta I, 17 lentyna (XX a. klasika)",Žagarinė salonas,22,26,А. С. Пушкин,,1,0.9,spine,Zagarine Salonas 22_1.JPG,"rudas auksintas įrišimas, 2 tomas; paskutinė lentynoje dešinėje"
K00225,Vladimiras Nabokovas,Другие берега,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,28,Владимир Набоков,Другие берега,1,0.9,cover,Zagarine Salonas 22_3.JPG,kreminis viršelis su kontūrinėmis raidėmis; lentynos nuotraukoje neatpažinta
K00224,Ivanas Lažečnikovas (И. И. Лажечников),Ледяной дом,"Spinta B, 1 lentyna (viršutinė)",Žagarinė salonas,22,29,И. И. Лажечников,Ледяной дом,1.15,0.9,cover,Zagarine Salonas 22_4.JPG,rusvai žalias įrišimas su raudonu rėmeliu; lentynos nuotraukoje neatpažinta
K01249,,,"Spinta I, 27 lentyna (šachmatai)",Žagarinė salonas,23,2,Dante Alighieri,,1,0.6,spine,,"stora kreminė knyga; ant nugarėlės tik autoriaus vardas, pavadinimo nėra"
K00228,Plautas,Komedijos,"Spinta B, 2 lentyna",Žagarinė salonas,23,5,Plautas,Komedijos,1.15,0.9,spine,,juoda nugarėlė
K00229,,Antikos poetės,"Spinta B, 2 lentyna",Žagarinė salonas,23,6,,Antikos poetės,1,0.6,spine,,juoda nugarėlė su šviesiomis raidėmis; antologija
K00230,,Poetinė Eda,"Spinta B, 2 lentyna",Žagarinė salonas,23,7,,Poetinė Eda,1,0.9,spine,,balta nugarėlė su keltišku ornamentu
K00231,Gotfrydas fon Strasburgas (Gottfried von Strassburg),Tristan,"Spinta B, 2 lentyna",Žagarinė salonas,23,9,Gottfried von Strassburg,Tristan,1.15,0.9,spine,,juoda nugarėlė
K00232,Petronijus,Satyrikonas,"Spinta B, 2 lentyna",Žagarinė salonas,23,10,Petronijus,Satyrikonas,1.15,0.9,spine,,juoda nugarėlė su auksine jūrų arkliuko vinjete
K00233,Horacijus (Horatius),Ars Poetica,"Spinta B, 2 lentyna",Žagarinė salonas,23,11,Horatius,Ars poetica,1.15,0.9,spine,,kreminė nugarėlė
K01324,,,"Spinta I, 35 lentyna (istorija, Antika)",Žagarinė salonas,23,12,Epiktetas,,1,0.6,spine,,kreminė suplyšusi nugarėlė; matyti tik autoriaus vardas EPIKTETAS
K01366,,,"Spinta J, 7 niša (Radvilos, sociologija)",Žagarinė salonas,23,13,Еврипид,,1,0.6,spine,,auksinės spalvos nugarėlė su juodfigūriniu piešiniu; pavadinimo nesimato
K01399,,,"Spinta J, 11 niša (senoji klasika, vokiečių)",Žagarinė salonas,23,14,Lukianas,,1,0.6,spine,,juoda nuskilusi nugarėlė; matyti tik autoriaus vardas
K01521,,,"Spinta J, 20 niša (mišri apatinė)",Žagarinė salonas,23,15,Ksenofontas,,1,0.6,spine,,balta nugarėlė; matyti tik autoriaus vardas
K00237,,Liebesdichtung der Griechen und Römer,"Spinta B, 2 lentyna",Žagarinė salonas,23,16,,Liebesdichtung der Griechen und Römer,1,0.9,spine,,"kreminė nugarėlė, kursyvinis šriftas"
K00238,Francesco Petrarca,Il Canzoniere,"Spinta B, 2 lentyna",Žagarinė salonas,23,17,Petrarca,Il Canzoniere,1.15,0.9,spine,,auksinė nugarėlė; viršuje užrašas „785-788 b. U. R.“
K00239,Francesco Petrarca,Selections from the Canzoniere and Other Works,"Spinta B, 2 lentyna",Žagarinė salonas,23,18,Petrarch,Selections from the Canzoniere and Other Works,1,0.9,spine,,"balta nugarėlė, pavadinimas rausvomis raidėmis"
K00241,Aurelijus Augustinas (Аврелий Августин),Исповедь,"Spinta B, 2 lentyna",Žagarinė salonas,23,20,Аврелий Августин,Исповедь,1.15,0.9,spine,,tamsi nugarėlė su žaliu įrašu ir ornamentu
K00242,,Historie von Alexander dem Grossen,"Spinta B, 2 lentyna",Žagarinė salonas,23,21,,Historie von Alexander dem Grossen,1,0.9,spine,,plona gelsva nugarėlė; apačioje numeris „625“
K01530,,,"Spinta J, 22 niša (tautų mitai)",Žagarinė salonas,23,22,Anatolijus Varšavskis,,1,0.6,spine,,"gelsva nugarėlė; matyti tik autoriaus vardas, pavadinimas neįskaitomas"
K01540,,,"Spinta J, 24 niša (seni apiplyšę tomai)",Žagarinė salonas,23,23,Платон,,1,0.6,spine,,kreminė nudėvėta nugarėlė su mėlyna raide П; pavadinimo nesimato
K00245,Valentinas Asmusas (В. Асмус),Декарт,"Spinta B, 2 lentyna",Žagarinė salonas,23,24,В. Асмус,Декарт,1.15,0.9,spine,,tamsiai žalias audeklinis viršelis su auksiniais rėmeliais
K00246,Aristotelis (Аристотель),Сочинения (3 tomas),"Spinta B, 2 lentyna",Žagarinė salonas,23,25,Аристотель,Сочинения,0.82,0.9,spine,,chaki spalvos nugarėlė; том 3
K00247,Apolonijas Rodietis (Apollonios Rhodietis),Argonautika,"Spinta B, 2 lentyna",Žagarinė salonas,23,26,Apolonijas Rodietis,Argonautika,1.15,0.9,spine,,"balta nugarėlė, raudonas pavadinimas; paskutinė knyga lentynoje"
K00249,,Die Kopten,"Spinta B, 3 lentyna",Žagarinė salonas,24,1,,Die Kopten,1,0.9,spine,,"serija „Kunst der Welt“, P43; tamsus viršelis atverstas į galą"
K00251,Amin Maalouf,Kryžiaus žygiai arabų akimis,"Spinta B, 3 lentyna",Žagarinė salonas,24,3,Amin Maalouf,Kryžiaus žygiai arabų akimis,1.15,0.9,spine,,
K01612,,,"Spinta D (balta), 10 lentyna (lietuvių proza)",Žagarinė salonas,24,4,Л. Н. Великович,,1,0.6,spine,,tamsiai žalia nugarėlė su baltu piešiniu; matosi tik autoriaus pavardė
K00250,John Julius Norwich,A Short History of Byzantium,"Spinta B, 3 lentyna",Žagarinė salonas,24,6,John Julius Norwich,A Short History of Byzantium,1.15,0.9,spine,,
K00253,A. N. Sacharovas (А. Н. Сахаров),Дипломатия древней Руси,"Spinta B, 3 lentyna",Žagarinė salonas,24,7,А. Н. Сахаров,Дипломатия древней Руси,1.15,0.9,spine,,bordo nugarėlė su auksiniu ornamentu
K00254,R. G. Skrynnikovas (Р. Г. Скрынников),Россия накануне «смутного времени»,"Spinta B, 3 lentyna",Žagarinė salonas,24,8,Р. Г. Скрынников,Россия накануне «смутного времени»,1.15,0.9,spine,,
K00255,Sud. Felix J. Oinas,Heroic Epic and Saga,"Spinta B, 3 lentyna",Žagarinė salonas,24,9,,Heroic Epic and Saga,1,0.9,spine,,sudarytojo pavardės ant nugarėlės nematyti
K00256,,История средних веков,"Spinta B, 3 lentyna",Žagarinė salonas,24,10,,История средних веков,1,0.9,spine,,"tamsi nugarėlė su raudonu ornamentu, apačioje tomo numeris 2"
K00257,,Ägypten – Faszination und Abenteuer,"Spinta B, 3 lentyna",Žagarinė salonas,24,11,,Ägypten – Faszination und Abenteuer,1,0.9,spine,,autoriaus ant nugarėlės nematyti
K00258,Julio Valdeón Baruque,La Reconquista,"Spinta B, 3 lentyna",Žagarinė salonas,24,12,Julio Valdeón Baruque,La Reconquista,1.15,0.9,spine,,ispanų kalba
K00260,Eduard Fuchs (?),История нравов,"Spinta B, 3 lentyna",Žagarinė salonas,24,13,,История нравов. Буржуазный век,0.67,0.9,spine,,autoriaus ant nugarėlės nematyti; iš knygos kyšo atsiklijavęs aplankas
K00261,,Историки античности,"Spinta B, 3 lentyna",Žagarinė salonas,24,14,,Историки античности,1,0.9,spine,,"pilka nugarėlė su graikišku meandru, tomas II"
K01621,,,"Spinta D (balta), 11 lentyna (rusų literatūra, memuarai)",Žagarinė salonas,24,15,Тит Ливий,,1,0.9,spine,,"rusva odinė nugarėlė, tomas II; pavadinimo nėra"
K01631,,,"Spinta D (balta), 12 lentyna (lietuvių klasika, seni tomai)",Žagarinė salonas,24,16,Тит Ливий,,1,0.9,spine,,"šviesiai rusva odinė nugarėlė, tomas I; pavadinimo nėra"
K00264,Lucien Febvre (Люсьен Февр),Бои за историю,"Spinta B, 3 lentyna",Žagarinė salonas,24,17,Люсьен Февр,Бои за историю,1.15,0.9,spine,,tamsiai rožinė nugarėlė
K01640,,,"Spinta D (balta), spintelė (sportas, teisė)",Žagarinė salonas,24,18,С. Н. Булгаков,,1,0.6,spine,,mėlyna nugarėlė su monograma „СН“; pavadinimo nėra
K00266,Bertrand Russell (Бертран Рассел),Почему я не христианин,"Spinta B, 3 lentyna",Žagarinė salonas,24,19,Бертран Рассел,Почему я не христианин,1.15,0.9,cover,Zagarine Salonas 24_1.JPG,serija „Библиотека атеистической литературы“
K00267,Richard Branson,Losing My Virginity: The Autobiography,"Spinta B, 3 lentyna",Žagarinė salonas,24,20,Richard Branson,Losing My Virginity. The Autobiography,1.15,0.9,cover,Zagarine Salonas 24_1.JPG,"knyga pakrypusi, matyti ir raudonas viršelis"
K00268,Tom Holland,Rubicon,"Spinta B, 3 lentyna",Žagarinė salonas,24,21,Tom Holland,Rubicón,1.15,0.9,cover,Zagarine Salonas 24_1.JPG,"ispaniškas leidimas, Nr. 3021"
K00269,,Gaudeamus Igitur,"Spinta B, 3 lentyna",Žagarinė salonas,24,22,,Gaudeamus igitur,1,0.6,cover,Zagarine Salonas 24_1.JPG,"plona knygelė, nugarėlėje senovinė graviūra; kalbos nustatyti nepavyko"
K00270,Walter Markov; Albert Soboul,1789.0,"Spinta B, 3 lentyna",Žagarinė salonas,24,23,"Markov, Soboul",1789,1.15,0.6,cover,Zagarine Salonas 24_1.JPG,"raudona nugarėlė, viršuje „100“, apačioje „prv“"
K00271,John Burrow,A History of Histories,"Spinta B, 3 lentyna",Žagarinė salonas,24,24,John Burrow,A History of Histories,1.15,0.9,cover,Zagarine Salonas 24_1.JPG,
K01652,,,"Spinta D (balta), filosofijos lentyna (viršutinė)",Žagarinė salonas,24,27,Aronas Gurevičius,,1,0.6,cover,Zagarine Salonas 24_1.JPG,"atskira žemesnė juoda knyga, serija „Civilizacijos metmenys“; pavadinimo nematyti"
K00272,,Мистическая Япония,"Spinta B, 3 lentyna",Žagarinė salonas,24,28,,Мистическая Япония,1,0.9,cover,Zagarine Salonas 24_1.JPG,raudona nugarėlė su geišos nuotrauka
K01698,,,"Medinė lentyna, 1 lentyna (kelionės)",Žagarinė salonas,24,29,,古诗一百首,1,0.9,cover,Zagarine Salonas 24_1.JPG,kinų kalba; paskutinė knyga dešinėje
K00274,Joachim Herrmann,Spuren des Prometheus,"Spinta B, 3 lentyna",Žagarinė salonas,24,30,Joachim Herrmann,Spuren des Prometheus,1.15,0.9,cover,Zagarine Salonas 24_1.JPG,guli plokščiai po dešiniąja lentynos dalimi
K00289,,Культура Византии,"Spinta B, 4 lentyna",Žagarinė salonas,25,1,,Культура Византии,1,0.9,spine,,tamsiai žalsvas kietas viršelis su aplanku; kraštinė knyga kairėje
K00290,,Biblijos enciklopedija,"Spinta B, 4 lentyna",Žagarinė salonas,25,2,,Biblijos enciklopedija,1,0.9,spine,,"tamsiai mėlyna nugarėlė, marmuruotas aplankas"
K00291,Thomas Watson (Томас Ватсон),Десять Заповедей,"Spinta B, 4 lentyna",Žagarinė salonas,25,4,Томас Ватсон,Десять заповедей,1.15,0.9,spine,,oranžinis viršelis su portretu; nugarėlės apačioje „DRTS“
K00292,Martynas Liuteris (Martin Luther),Užstalės pokalbiai,"Spinta B, 4 lentyna",Žagarinė salonas,25,5,Martynas Liuteris,Užstalės pokalbiai,1.15,0.9,spine,,"kreminė nugarėlė, apačioje „ALK“; ant nugarėlės užklijuotas mėlynas ekslibriso ženkliukas"
K00293,,Kristaus istorija (1 tomas),"Spinta B, 4 lentyna",Žagarinė salonas,25,6,,Kristaus istorija,0.8,0.8,spine,,nugarėlės viršuje „1“ — pirmas tomas; autoriaus nesimato
K00294,S. A. Tokarevas (С. А. Токарев),Ранние формы религии,"Spinta B, 4 lentyna",Žagarinė salonas,25,7,С. А. Токарев,Ранние формы религии,1.15,0.9,spine,,serija „Библиотека атеистической литературы“
K00296,,Kalevala,"Spinta B, 4 lentyna",Žagarinė salonas,25,9,,Kalevala,1,0.85,spine,,"kreminė drobinė nugarėlė, pilkas įspaustas pavadinimas; autoriaus / sudarytojo nesimato"
K01741,,Šventasis Raštas,"Medinė lentyna, 4 lentyna (albumai, Vilniaus istorija)",Žagarinė salonas,25,10,,Šventasis Raštas II,1,0.85,spine,,"ruda odinė nugarėlė su auksuotu įspaudu; ant nugarėlės „SVENTASIS RASTAS II“ (be diakritikų), II tomas"
K00298,Michael Laitman (Михаэль Лайтман),Основы Каббалы (Каббала: тайное учение),"Spinta B, 4 lentyna",Žagarinė salonas,25,11,Михаэль Лайтман,Основы Каббалы,0.72,0.9,spine,,juoda nugarėlė su auksuotu ornamentu; apačioje serijos įrašas „Каббала. Тайное учение“
K00276,Gusztáv Gecse (Г. Гече),Библейские истории,"Spinta B, 4 lentyna",Žagarinė salonas,25,12,Г. Гече,Библейские истории,1.15,0.9,spine,,
K00277,Kwan Lau,Feng Shui Šiandien,"Spinta B, 4 lentyna",Žagarinė salonas,25,13,Kwan Lau,Feng shui šiandien,1.15,0.85,spine,,"plona balta nugarėlė, pavadinimas oranžinis, apačioje „KWAN LAU“"
K00278,Patrick French,Younghusband: The Last Great Imperial Adventurer,"Spinta B, 4 lentyna",Žagarinė salonas,25,15,Patrick French,Younghusband. The Last Great Imperial Adventurer,1.15,0.9,spine,,
K00281,Dalai Lama (Далай-лама),Этика в новом тысячелетии,"Spinta B, 4 lentyna",Žagarinė salonas,25,18,Далай-лама,Этика в новом тысячелетии,1.15,0.85,spine,,raudona nugarėlė; nugarėlė iš nuotraukos „Zagarine Salonas 25_1.JPG“
K00282,Levas Vygotskis (Л. С. Выготский),Психология развития ребёнка,"Spinta B, 4 lentyna",Žagarinė salonas,25,19,Л. С. Выготский,Психология развития ребенка,0.82,0.85,spine,,nugarėlė iš nuotraukos „Zagarine Salonas 25_1.JPG“
K00283,Antoine de Saint-Exupéry (Антуан де Сент-Экзюпери),Планета людей,"Spinta B, 4 lentyna",Žagarinė salonas,25,20,Антуан де Сент-Экзюпери,Планета людей,1.15,0.75,spine,,"stora kreminė nugarėlė, nutrinta; nugarėlė iš nuotraukos „Zagarine Salonas 25_1.JPG“"
K00284,Daniel J. Boorstin,The Discoverers,"Spinta B, 4 lentyna",Žagarinė salonas,25,21,Daniel J. Boorstin,The Discoverers,1.15,0.9,spine,,nugarėlė iš nuotraukos „Zagarine Salonas 25_1.JPG“
K00285,Muhammad Hamidullah,Introduction to Islam,"Spinta B, 4 lentyna",Žagarinė salonas,25,22,Muhammad Hamidullah,Introduction to Islam,1.15,0.9,spine,,"mėlyna nugarėlė, apačioje numeris „237“; nugarėlė iš nuotraukos „Zagarine Salonas 25_1.JPG“"
K00286,Prof. Dr. Nurettin Uzunoğlu,The Islamic Law,"Spinta B, 4 lentyna",Žagarinė salonas,25,23,Nurettin Uzunoğlu,The Islamic Law,1.15,0.9,spine,,"žalias odinis viršelis, ant nugarėlės „Prof. Dr. NURETTİN UZUNOĞLU“; nugarėlė iš nuotraukos „Zagarine Salonas 25_1.JPG“"
K00288,,"Dievas, kvantinė fizika, organizacijos struktūra ir vadovavimo stilius","Spinta B, 4 lentyna",Žagarinė salonas,25,24,,"… kvantinė fizika, organizacijos struktūra ir vadovavimo stilius",0.92,0.4,spine,,"plona knyga, atsukta aukštyn kojomis; ant nugarėlės įskaitoma tik „…vadovavimo stilius“; tas pats leidinys kaip pos 25"
K01719,,,"Medinė lentyna, 2 lentyna (dailės albumai)",Žagarinė salonas,25,26,Л. С. Выготский,,1,0.35,spine,,"antra, už priekinės eilės pasvirusi Vygotskio knyga (oranžinė nugarėlė su balta juosta); matoma tik pavardė, pavadinimas užstotas"
K00295,Jonas Paulius II,Novo Millennio Ineunte,"Spinta B, 4 lentyna",Žagarinė salonas,25,28,Popiežius Jonas Paulius II,Novo millennio ineunte,1.15,0.8,cover,Zagarine Salonas 25_3.JPG,apaštališkasis laiškas Didžiojo 2000 metų jubiliejaus pabaigos proga; serija „Bažnyčios dokumentai“; nuotrauka neryški; lentynos nugarėlėse neatpažinta — tiksli vieta nenustatyta
K00275,Kitty Kelley,His Way: The Unauthorized Biography of Frank Sinatra,"Spinta B, 4 lentyna",Žagarinė salonas,25,30,Kitty Kelley,His Way. The Unauthorized Biography of Frank Sinatra,1.15,0.9,cover,Zagarine Salonas 25_5.JPG,susidėvėjęs minkštas viršelis; lentynos nugarėlėse neatpažinta
K00299,Isabel Allende,Portretas sepija,"Spinta B, 5 lentyna",Žagarinė salonas,26,1,Isabel Allende,Portretas sepija,1.15,0.9,spine,,
K00300,Isabel Allende,Fortūnos duktė,"Spinta B, 5 lentyna",Žagarinė salonas,26,2,Isabel Allende,Fortūnos duktė,1.15,0.9,spine,,
K01748,,,"Medinė lentyna, 4 lentyna (albumai, Vilniaus istorija)",Žagarinė salonas,26,4,Isabel Allende,,1,0.3,spine,,"ruda knyga atlošta atgal, nugarėlė nematoma; ant viršutinio krašto matosi „Isabel Allende“"
K00303,Levas Tolstojus,Uždraustoji knyga: Dievo karalystė jumyse,"Spinta B, 5 lentyna",Žagarinė salonas,26,6,Lev Tolstoj,Uždraustoji knyga. Dievo karalystė jumyse,1.15,0.9,spine,,Auksinio obuolio serija
K00304,Taigeno Sodo Harada Roshi,Zen: klausimai ir atsakymai,"Spinta B, 5 lentyna",Žagarinė salonas,26,7,Taigenas Šodo Harada Rošis,"ZEN. Klausimai, atsakymai",1,0.9,spine,,
K00305,Wayne W. Dyer,Amžių išmintis,"Spinta B, 5 lentyna",Žagarinė salonas,26,8,Wayne W. Dyer,Amžių išmintis,1.15,0.9,spine,,
K00306,Gary Zukav,Sielos istorijos (?),"Spinta B, 5 lentyna",Žagarinė salonas,26,10,Gary Zukav,Sielos istorijos,1.15,0.9,spine,,
K00307,Seth Stephens-Davidowitz,Everybody Lies,"Spinta B, 5 lentyna",Žagarinė salonas,26,11,Seth Stephens-Davidowitz,Everybody Lies,1.15,0.9,spine,,
K00308,L. Ron Hubbard,Dianetika,"Spinta B, 5 lentyna",Žagarinė salonas,26,13,L. Ron Hubbard,Dianetika,1.15,0.9,spine,,
K00309,Wayne W. Dyer,Maži kasdieniai stebuklai,"Spinta B, 5 lentyna",Žagarinė salonas,26,14,Wayne W. Dyer,Maži kasdieniai stebuklai,1.15,0.9,spine,,
K00310,Esther Wojcicki,"Kaip užauginti žmones, kuriems sekasi","Spinta B, 5 lentyna",Žagarinė salonas,26,15,Esther Wojcicki,"Kaip užauginti žmones, kuriems sekasi",1.15,0.9,spine,,
K00312,Stefan Zweig,Casanova. Stendhalis. Tolstojus,"Spinta B, 5 lentyna",Žagarinė salonas,26,16,Stefan Zweig,Casanova. Stendhalis. Tolstojus,1.15,0.9,spine,,
K00313,Tara Westover,Educated,"Spinta B, 5 lentyna",Žagarinė salonas,26,18,Tara Westover,Educated,1.15,0.9,cover,Zagarine Salonas 26_1.JPG,
K00314,Adolfas Nezabitauskis,Jonas Basanavičius,"Spinta B, 5 lentyna",Žagarinė salonas,26,19,Adolfas Nezabitauskis,Jonas Basanavičius,1.15,0.9,cover,Zagarine Salonas 26_1.JPG,
K00315,Huguette Bouchardeau,Agatha Christie,"Spinta B, 5 lentyna",Žagarinė salonas,26,20,Huguette Bouchardeau,Agatha Christie,1.15,0.9,cover,Zagarine Salonas 26_1.JPG,"kalba iš nugarėlės neaiški, gali būti ir FR"
K00316,Leander Kahney,Inside Steve's Brain,"Spinta B, 5 lentyna",Žagarinė salonas,26,21,Leander Kahney,Inside Steve's Brain,1.15,0.9,cover,Zagarine Salonas 26_1.JPG,
K00317,Sigmund Freud,Das Unbewußte,"Spinta B, 5 lentyna",Žagarinė salonas,26,22,Sigmund Freud,Das Unbewußte,1.15,0.9,cover,Zagarine Salonas 26_1.JPG,
K01796,,,"Medinė lentyna, 6 lentyna (sveikata, gamta)",Žagarinė salonas,26,23,С. Л. Рубинштейн,,1,0.6,cover,Zagarine Salonas 26_1.JPG,"tamsiai žalia nugarėlė; užrašyta tik „С. Л. Рубинштейн“ ir „II“ — antras tomas, pavadinimo nėra"
K00319,Jean Piaget,Vaiko kalba ir mąstymas,"Spinta B, 5 lentyna",Žagarinė salonas,26,25,Jean Piaget,Vaiko kalba ir mąstymas,1.15,0.9,cover,Zagarine Salonas 26_1.JPG,
K00320,John H. Flavell (Д. Флейвелл),Генетическая психология Жана Пиаже,"Spinta B, 5 lentyna",Žagarinė salonas,26,26,Д. Флейвелл,Генетическая психология Жана Пиаже,1.15,0.9,cover,Zagarine Salonas 26_1.JPG,labai suplyšusi nugarėlė
K00321,Eric Berne,Games People Play,"Spinta B, 5 lentyna",Žagarinė salonas,26,27,Eric Berne,Games People Play,1.15,0.9,cover,Zagarine Salonas 26_1.JPG,"nugarėlėje „Eric Berne, M.D.“"
K00322,Thomas Merton,Meditationen eines Einsiedlers,"Spinta B, 5 lentyna",Žagarinė salonas,26,28,Thomas Merton,Meditationen eines Einsiedlers,1.15,0.9,cover,Zagarine Salonas 26_1.JPG,"kišeninis leidimas, nugarėlėje numeriai 12032 ir 1280"
K00323,Valerijus Leibinas (Валерий Лейбин),"Фрейд, психоанализ и современная западная философия","Spinta B, 5 lentyna",Žagarinė salonas,26,29,Валерий Лейбин,"Фрейд, психоанализ и современная западная философия",1.15,0.9,cover,Zagarine Salonas 26_1.JPG,paskutinė lentynos knyga dešinėje
K00327,Alessandro Manzoni,Storia della colonna infame,"Spinta B, 5 lentyna",Žagarinė salonas,26,32,Alessandro Manzoni,Storia della colonna infame,1.15,0.9,cover,Zagarine Salonas 26_4.JPG,serija „I grandi classici della letteratura italiana“; lentynos nuotraukoje neatpažinta
K00326,,Былины,"Spinta B, 5 lentyna",Žagarinė salonas,26,33,,Былины,1,0.5,cover,Zagarine Salonas 26_5.JPG,"nufotografuotas atverstas antraštinis lapas: serija „Классика и современники. Поэтическая библиотека“; tekstas prasideda byline „Исцеление Ильи Муромца“, todėl spėjamas pavadinimas „Былины“"
K00325,Anna Freud,Das Ich und die Abwehrmechanismen,"Spinta B, 5 lentyna",Žagarinė salonas,26,34,Anna Freud,Das Ich und die Abwehrmechanismen,1.15,0.9,cover,Zagarine Salonas 26_6.JPG,serija „Geist und Psyche“; lentynos nuotraukoje neatpažinta
K00324,Konrad Lorenz,Das sogenannte Böse,"Spinta B, 5 lentyna",Žagarinė salonas,26,35,Konrad Lorenz,Das sogenannte Böse. Zur Naturgeschichte der Aggression,0.75,0.9,cover,Zagarine Salonas 26_7.JPG,dtv Sachbuch; lentynos nuotraukoje neatpažinta
K00330,,Metai,"Spinta B, 6 lentyna (apatinė)",Žagarinė salonas,27,2,Kristijonas Donelaitis,Metai,1,0.9,spine,,"Juoda nugarėlė auksinėmis raidėmis, viršelis smarkiai apiplyšęs"
K00331,Julija Jablonskytė-Petkevičienė,Konstancijos ir Jono Jablonskių šeima,"Spinta B, 6 lentyna (apatinė)",Žagarinė salonas,27,4,,Konstancijos ir Jono Jablonskių šeima,1,0.9,spine,,
K00335,Jonas Jablonskis,Jono Jablonskio laiškai,"Spinta B, 6 lentyna (apatinė)",Žagarinė salonas,27,7,,Jono Jablonskio laiškai,1,0.9,spine,,
