Patalpa,Lentyna,Pozicija,Autorius,Pavadinimas,Kalba,Pasitikėjimas,Šaltinis,Viršelio nuotrauka,Pastaba
Žagarinė salonas,17,10,"Vytenis Almonaitis, Junona Almonaitienė",Kauno senamiestis,LT,0.9,spine,,plona raudona knygelė
Žagarinė salonas,18,1,,,LT,0.3,spine,,"neįskaitoma: kairiausia knyga atsukta galiniu viršeliu; matosi „RŪTA G…“ ir maža nuotrauka, pavadinimas neįskaitomas"
Žagarinė salonas,18,2,Dan Hill,Emotionomics,EN,0.9,spine,,ant nugarėlės tik „HILL“
Žagarinė salonas,18,7,,Brand Power,EN,0.6,spine,,"plona tamsi nugarėlė, autorius nematomas"
Žagarinė salonas,18,27,,,,0.3,spine,,neįskaitoma: plona mėlyna nugarėlė be matomo teksto
Žagarinė salonas,18,28,,Senovės istorijos skaitiniai,LT,0.6,spine,,"artimiausias K01736 (0.57) senas rudas drobinis viršelis, įspaustos raidės"
Žagarinė salonas,18,31,,,,0.3,spine,,"neįskaitoma: plona balta nugarėlė su raudonomis raidėmis, panašu į „H. KARDEL“; pavadinimo nematyti"
Žagarinė salonas,18,32,Sofija Tyzenhauzaitė,Halina Oginskytė arba Švedai Lenkijoje,LT,0.9,spine,,
Žagarinė salonas,18,35,I. Kantas,Dorovės metafizikos pagrindai,LT,0.9,cover,Zagarine Salonas 18_2.JPG,lentynos nugarėlėse neatpažinta
Žagarinė salonas,18,37,K. Jaspersas,Filosofijos įvadas,LT,0.9,cover,Zagarine Salonas 18_4.JPG,artimiausias K00998 (0.4) lentynos nugarėlėse neatpažinta
Žagarinė salonas,18,38,Č. Kalenda,Sąmonės prigimtis,LT,0.9,cover,Zagarine Salonas 18_5.JPG,serija „Populiarioji biblioteka. Filosofijos skaitiniai. Dialektika“; lentynos nugarėlėse neatpažinta
Žagarinė salonas,18,39,Harry G. Frankfurt,Apie šūdmalą,LT,0.9,cover,Zagarine Salonas 18_6.JPG,artimiausias K00062 (0.4) lentynos nugarėlėse neatpažinta
Žagarinė salonas,18,40,Max Weber,Wissenschaft als Beruf. Ein Vortrag,DE,0.9,cover,Zagarine Salonas 18_7.JPG,artimiausias K00020 (0.18) lentynos nugarėlėse neatpažinta
Žagarinė salonas,18,41,Ė. Fromas,Turėti ar būti?,LT,0.9,cover,Zagarine Salonas 18_8.JPG,lentynos nugarėlėse neatpažinta
Žagarinė salonas,18,42,I. Kantas,Prolegomenai,LT,0.9,cover,Zagarine Salonas 18_9.JPG,lentynos nugarėlėse neatpažinta
Žagarinė salonas,18,43,Ch. Ortega i Gasetas,Masių sukilimas,LT,0.9,cover,Zagarine Salonas 18_10.JPG,lentynos nugarėlėse neatpažinta
Žagarinė salonas,19,2,,,,0.3,spine,,"neįskaitoma: juoda knyga, įstumta giliau už Guderiano tomo; ant nugarėlės teksto nematyti"
Žagarinė salonas,19,6,Yuval Noah Harari,Homo deus. Glausta rytojaus istorija,LT,0.9,spine,,artimiausias K00293 (0.25) 
Žagarinė salonas,19,13,,,,0.3,spine,,neįskaitoma: už Descartes'o pasvirusi šviesi knyga su akies atvaizdu viršelyje ir raudona skirtuko juostele; nugarėlės nematyti
Žagarinė salonas,19,16,,,kita,0.3,spine,,"neįskaitoma: antra japoniška knyga už pos 15, gulinti / pasvirusi; matomi tik raudoni hieroglifai „...神話“ ir geltonas lipnus lapelis"
Žagarinė salonas,20,1,,,,0.3,spine,,neįskaitoma: kairiosios krūvos viršuje gulinti pilkai tamsi kieto viršelio knyga su spalvotais lapų kraštais (skirtukais); nugarėlė nematoma
Žagarinė salonas,20,5,,,,0.3,spine,,neįskaitoma: už kairiosios krūvos gulintis blizgus leidinys su aviacijos nuotrauka viršelyje; užrašų nematyti
Žagarinė salonas,20,7,"ONE, 村田雄介",ONE-PUNCH MAN 02,kita,0.9,spine,,"artimiausias K00677 (0.22) japoniškas leidimas (ジャンプコミックス), 2 tomas"
Žagarinė salonas,20,8,Martin & Crenshaw,The Baby-Sitters Club 16: Kristy and the Walking Disaster,EN,0.9,spine,,"artimiausias K00132 (0.35) raudona nugarėlė, komiksas"
Žagarinė salonas,20,9,"ONE, 村田雄介",ONE-PUNCH MAN 01,kita,0.9,spine,,"artimiausias K00677 (0.22) japoniškas leidimas (ジャンプコミックス), 1 tomas"
Žagarinė salonas,20,11,,,,0.3,spine,,neįskaitoma: žalsvai pilka nugarėlė su raudonu „TUTTLE“ ženkleliu; pavadinimas užstotas kitų knygų
Žagarinė salonas,20,12,,,kita,0.3,spine,,neįskaitoma: juoda nugarėlė su vertikaliais japoniškais hieroglifais; įskaityti neįmanoma
Žagarinė salonas,20,13,McNulty & Sato,Japanese Stories for Language Learners,EN,0.9,spine,,"artimiausias K01278 (0.33) kreminė nugarėlė, knyga pakrypusi"
Žagarinė salonas,21,3,,,LT,0.3,spine,,"neįskaitoma: kreminė nugarėlė su rudu tekstu; įskaitomi tik fragmentai („…mokslinio tyrimas…“, „…ultūra“), apačioje numeris 2"
Žagarinė salonas,21,5,,,,0.3,spine,,"neįskaitoma: balta nugarėlė su rudu piešiniu, teksto nesimato"
Žagarinė salonas,21,7,,,LT,0.3,spine,,neįskaitoma: balta nugarėlė su raudonu užrašu; matyti tik pradžia „TIKSLIA…“
Žagarinė salonas,21,12,Mark McNeilly,Sun Tzu lyderiams,LT,0.6,spine,,raudona nugarėlė; virš pavadinimo užrašas „Karo mokslas“
Žagarinė salonas,21,13,,Baltic Cities,EN,0.6,spine,,artimiausias K01330 (0.4) balta nugarėlė su miesto nuotraukomis; dviejų autorių pavardės per smulkios perskaityti
Žagarinė salonas,21,14,,,,0.3,spine,,"neįskaitoma: plonas kreminis leidinys (sąsiuvinis ar aplankas), atremtas dešiniajame eilės gale; jokio teksto nematyti"
Žagarinė salonas,21,15,Akira Torajama,Drakonų kovos,LT,0.9,spine,,"artimiausias K00468 (0.57) 13 tomų, sudėti į krūvą dešinėje lentynos pusėje; vienas tomas pažymėtas numeriu 13"
Žagarinė salonas,21,16,Masašis Kišimotas,Naruto,LT,0.6,spine,,"3 tomai toje pačioje krūvoje; pavadinimas užrašytas stilizuotu raudonu logotipu, todėl perskaitytas iš ženklo"
Žagarinė salonas,21,17,A. Laurinčiukas,Trečioji dolerio pusė,LT,0.9,cover,Zagarine Salonas 21_1.JPG,juodas viršelis; aplankas su Niujorko vaizdu
Žagarinė salonas,22,3,Л. Н. Толстой,О литературе,RU,0.6,spine,,stora kreminė drobinė knyga su rudu auksintu skydeliu „Л. Н. ТОЛСТОЙ о литературе“
Žagarinė salonas,22,20,Н. В. Гоголь,Избранные сочинения,RU,0.6,spine,Zagarine Salonas 22_1.JPG,artimiausias K00207 (0.5) žalias įrišimas su auksiniu ornamentu; dalį užrašo dengia bibliotekos lipdukas „HESSE P.L.B.“
Žagarinė salonas,22,27,Н. В. Гоголь,Ревизор,RU,0.9,cover,Zagarine Salonas 22_2.JPG,kreminis viršelis su pjesės scenos grafika; lentynos nuotraukoje neatpažinta
Žagarinė salonas,23,1,,,,0.3,spine,,neįskaitoma: kairiajame lentynos gale pakrypęs didelio formato leidinys geltonais lapais ir baltu viršeliu (katalogas ar brošiūra); nugarėlės nesimato
Žagarinė salonas,23,3,Euripidas,Tragedijos,LT,0.9,spine,,artimiausias K00227 (0.55) nugarėlėje priedas „Trojietės · Hekabė · Andromachė“
Žagarinė salonas,23,4,,,,0.3,spine,,"neįskaitoma: raudona knyga su auksiniu ornamentu, beveik visiškai užstota kaimynų; matyti tik nugarėlės viršus"
Žagarinė salonas,23,8,,Egilio saga,LT,0.9,spine,,artimiausias K00035 (0.4) balta nugarėlė su mazgo ornamentu
Žagarinė salonas,23,19,Франсуа Фенелон,Телемах,RU,0.9,spine,,rusva nugarėlė su kario piešiniu
Žagarinė salonas,23,27,,Rolando giesmė,LT,0.6,cover,Zagarine Salonas 23_1.JPG,"nufotografuotas tik antraštinio lapo kitas puslapis su originalo nuoroda „LA CHANSON DE ROLAND … Paris“; tekstas lietuviškas, vertėjo pavardė neįskaitoma; lietuviškas pavadinimas nuotraukoje nematomas"
Žagarinė salonas,23,28,Vergilijus,Bukolikos. Georgikos,LT,0.9,cover,Zagarine Salonas 23_2.JPG,"antraštinis lapas; vertė Antanas Dambrauskas; Vilnius, 1971; oranžinis audeklinis viršelis"
Žagarinė salonas,24,2,,Myths from Mesopotamia,EN,0.9,spine,,artimiausias K01836 (0.33) 
Žagarinė salonas,24,5,,,RU,0.3,spine,,"neįskaitoma: ryškiai geltona nugarėlė, ranka rašytas rusiškas užrašas — įskaitoma tik „ПУТЬ К … ВРАТАМ“"
Žagarinė salonas,24,25,,,,0.3,cover,Zagarine Salonas 24_1.JPG,"neįskaitoma: tamsi knyga už Burrow, pakrypusi; matyti tik viršelis su ikonų reprodukcijomis, teksto nesimato"
Žagarinė salonas,24,26,,Viduramžių kultūros kategorijos,LT,0.9,cover,Zagarine Salonas 24_1.JPG,"artimiausias K01501 (0.29) kreminė nugarėlė, autoriaus ant jos nematyti (turbūt Aronas Gurevičius)"
Žagarinė salonas,25,3,,Biblijos,LT,0.35,spine,,"didelis tamsiai mėlynas tomas, pasviręs atgal; matoma tik pirmojo viršelio įspaudo pradžia „BIBLIJOS“, likusi pavadinimo dalis užstota priekinių knygų"
Žagarinė salonas,25,8,Прот. Фома Хопко,Основы православия,RU,0.85,spine,,"artimiausias K00298 (0.29) balta nugarėlė, mėlynas ir raudonas šriftas"
Žagarinė salonas,25,14,D. Veisas,Ogiustas Rodenas,LT,0.6,spine,,"sena rausvai smėlinė drobinė nugarėlė, įspaustas nutrintas šriftas; autoriaus pavardė perskaityta kaip „D. Veisas“ (tikėtina Davidas Veisas / David Weiss), bet raidės blankios"
Žagarinė salonas,25,16,A. C. Bhaktivedanta Swami Prabhupāda,Krišna — Aukščiausiasis Dievo Asmuo,LT,0.8,spine,,artimiausias K01780 (0.25) ant nugarėlės „Jo Dieviškoji Malonė A. C. Bhaktivedanta Swami Prabhupāda“; apačioje „I TOMAS“; pavadinimas nugarėlėje užrašytas „Kṛṣṇa“
Žagarinė salonas,25,17,Д. Т. Судзуки,Очерки о дзэн-буддизме,RU,0.8,spine,,"ryškiai oranžinė nugarėlė; pagrindinėje lentynos nuotraukoje matoma tik „…о дзэн-буддизме“, pilnas užrašas perskaitytas iš nuotraukos „Zagarine Salonas 25_1.JPG“"
Žagarinė salonas,25,25,,"… kvantinė fizika, organizacijos struktūra ir vadovavimo stilius",LT,0.5,spine,,"artimiausias K00342 (0.22) balta nugarėlė su oranžine juosta; pavadinimo pradžia nukirsta kadro krašte — prieš „kvantinė fizika“ matoma tik žodžio galūnė „…is,“; paskutinė knyga dešinėje"
Žagarinė salonas,25,27,,,,0.3,spine,,"neįskaitoma: už priekinės eilės, prie pos 26, kyšo dar vienos knygos pilkšvai žalsvas viršutinis kraštas; jokio teksto nematyti"
Žagarinė salonas,25,29,,Naujasis Testamentas,LT,0.75,cover,Zagarine Salonas 25_4.JPG,artimiausias K01724 (0.33) antraštiniame lape „Mūsų Viešpaties ir Gelbėtojo Jėzaus Kristaus Naujasis Testamentas“; nuotrauka neryški; lentynos nugarėlėse neatpažinta
Žagarinė salonas,25,31,Gintaras Beresnevičius,Religijotyros žodynas. Pagrindinės sąvokos,LT,0.9,cover,Zagarine Salonas 25_6.JPG,minkštas viršelis; lentynos nugarėlėse neatpažinta
Žagarinė salonas,25,32,Лама Оле Нидал,О природе вещей. Современное введение в буддизм,RU,0.9,cover,Zagarine Salonas 25_7.JPG,serija „Буддизм сегодня“; geltonas viršelis; lentynos nugarėlėse neatpažinta
Žagarinė salonas,25,33,Klaus Mylius,Die Bhagavadgītā,DE,0.9,cover,Zagarine Salonas 25_8.JPG,"artimiausias K00279 (0.5) antraštiniame lape „Herausgegeben von Klaus Mylius“ — sudarytojas, ne autorius"
Žagarinė salonas,25,34,A. Prazauskas,Hindų religija,LT,0.9,cover,Zagarine Salonas 25_9.JPG,plona brošiūra; lentynos nugarėlėse neatpažinta
Žagarinė salonas,25,35,,Evangelija pagal Luką,LT,0.85,cover,Zagarine Salonas 25_2.JPG,"žalias minkštas viršelis, viršuje didelėmis raidėmis „LUKĄ“, apačioje „EVANGELIJA PAGAL LUKĄ“; lentynos nugarėlėse neatpažinta"
Žagarinė salonas,26,3,Isabel Allende,Fortūnos duktė,LT,0.9,spine,,antras tos pačios knygos egzempliorius
Žagarinė salonas,26,5,Šv. ses. M. Faustina Kovalska,Dienoraštis,LT,0.9,spine,,artimiausias K00894 (0.5) 
Žagarinė salonas,26,9,"Bamba Suso, Banna Kanute",Sunjata,EN,0.9,spine,,nugarėlėje „Suso and Kanute · Sunjata“
Žagarinė salonas,26,12,Rudolfas Šteineris,Žmogiškosios esybės vystymasis,LT,0.7,spine,,"tamsiai žalia nugarėlė, tekstas apverstas; pavadinimas perskaitytas veidrodiniu būdu"
Žagarinė salonas,26,17,,,,0.3,cover,Zagarine Salonas 26_1.JPG,"neįskaitoma: plona šviesi knyga, įstumta giliai už „Educated“; matosi tik siauras nugarėlės ruoželis su smulkiu tekstu"
Žagarinė salonas,26,24,,,LT,0.3,cover,Zagarine Salonas 26_1.JPG,neįskaitoma: knyga atsukta lapų pjūviu į priekį (nugarėlė gilumoje); matosi tik lietuviško teksto nuotrupos
Žagarinė salonas,26,30,Томас Й. Вейс,Как помочь ребёнку? Опыт лечебной педагогики в Кэмпхилл-общинах,RU,0.9,cover,Zagarine Salonas 26_2.JPG,rožinė brošiūra; lentynos nuotraukoje neatpažinta
Žagarinė salonas,26,31,Ven. S. Dhammika,"Good Question, Good Answer",EN,0.9,cover,Zagarine Salonas 26_3.JPG,lentynos nuotraukoje neatpažinta
Žagarinė salonas,27,1,,,LT,0.3,spine,,"neįskaitoma: Didelis raudonas drobinis foliantas su auksuotu parapijų sąrašu nugarėlėje: PLUNGĖ, KULIAI, STALGĖNAI, PAKUTUVĖNAI, RIETAVAS, TVERAI, KANTAUČIAI, LIEPLAUKĖ, MEDINGĖNAI, ŽLIBINAI, PLATELIAI, BERŽORAS, GINTALIŠKĖ, ŠATEIKIAI, ŽEM. KALVARIJA, GEGRĖNAI. Ant viršelio įspausta „...DEANERY“ ir „...DAIL...“ — greičiausiai „Lietuvos sakralinė dailė“ serijos Plungės dekanato tomas, bet pavadinimo nuotraukoje nematyti"
Žagarinė salonas,27,3,Kristijonas Donelaitis,Metai,LT,0.9,spine,,artimiausias K01630 (0.55) Antras egzempliorius: kreminė nugarėlė žaliomis raidėmis
Žagarinė salonas,27,5,,Gyvenimo juostos: Julija Jablonskytė-Petkevičienė,LT,0.9,spine,,artimiausias K01787 (0.25) 
Žagarinė salonas,27,6,,Ekranas 1962–2002,LT,0.8,spine,,Nugarėlėje AB „Ekranas“ logotipas ir metai 1962-2002; jubiliejinis leidinys
Žagarinė salonas,27,8,,Jablonskio raštai,LT,0.9,spine,,"artimiausias K00333 (0.5) Nugarėlėje „TOMAS I“; sena, apiplyšusi"
Žagarinė salonas,27,9,,Jablonskio raštai,LT,0.9,spine,,"artimiausias K00333 (0.5) Nugarėlėje „TOMAS V“; sena, apiplyšusi"
Žagarinė salonas,27,12,,,,0.3,spine,,"neįskaitoma: Už „Rygiškių Jono“ stovinti rusvo viršelio knyga — matyti tik viršutinė briauna, nugarėlės nesimato. Gali būti ta pati, kuri nufotografuota kaip viršelis 27_28 (J. Jablonskis „Rinktiniai raštai“)"
Žagarinė salonas,27,14,,Trys dešimtys metų,LT,0.8,spine,,artimiausias K00078 (0.33) Pilka plona nugarėlė; autoriaus nematyti
Žagarinė salonas,27,15,,,,0.3,spine,,neįskaitoma: Tamsiai ruda kietų viršelių knyga (galbūt albumas ar dėklas) antroje eilėje už „Trijų dešimčių metų“; teksto nematyti
Žagarinė salonas,27,16,,,,0.3,spine,,"neįskaitoma: Didelio formato pakrypusi knyga: viena pusė žalia su geltona įstriža juosta ir baltais žiedais (vaikiška iliustracija), kita — tamsiai žalsva nuotrauka su pienės pūku; nei pavadinimo, nei nugarėlės nesimato"
Žagarinė salonas,27,17,,Suvalkija. Etnokultūros paveldo leidinys,LT,0.9,spine,,"artimiausias K00340 (0.57) Mėlynas viršelis, 2002/Nr. 1; padėta atremta, matyti visas viršelis"
Žagarinė salonas,27,19,,Vėrinėlio metai. Ruduo,LT,0.9,spine,,artimiausias K01674 (0.33) Kreminė nugarėlė; paantraštė „Idėjos vaikų saviraiškai ir kūrybai“
Žagarinė salonas,27,20,,Vėrinėlio metai. Žiema,LT,0.9,spine,,artimiausias K01674 (0.33) Mėlyna nugarėlė; paantraštė „Idėjos vaikų saviraiškai ir kūrybai“
Žagarinė salonas,27,21,,Vaikų darželių programa „Vėrinėlis“,LT,0.7,spine,,"artimiausias K00886 (0.29) Rusva, smarkiai apiplyšusi nugarėlė; tekstas smulkus"
Žagarinė salonas,27,25,,J. Jablonskis – bendrinės kalbos puoselėtojas,LT,0.8,spine,,artimiausias K01916 (0.22) Tamsi nugarėlė smulkiu šriftu
Žagarinė salonas,27,27,,,,0.3,spine,,"neįskaitoma: Spirale įrišta knyga (šviesiai melsvi viršeliai), nugarėlės teksto nėra"
Žagarinė salonas,27,28,,,,0.3,spine,,neįskaitoma: Stora tamsiai mėlyna kietų viršelių knyga; nugarėlė be teksto
Žagarinė salonas,27,29,Vytautas Tarasonis,Fizyka III,PL,0.9,cover,Zagarine Salonas 27_7.JPG,artimiausias K01263 (0.55) Juodas viršelis; lentynoje kairioji iš trijų juodų Tarasonio knygų
Žagarinė salonas,27,30,Vytautas Tarasonis,Fizyka II,PL,0.8,spine,,"Juoda nugarėlė, viršuje skaitmuo II"
Žagarinė salonas,27,32,"Vytautas Tarasonis, Antanas Bajoriūnas, Donatas Gediminskas",Lietuvos tremtiniai Tadžikijoje,LT,0.9,cover,Zagarine Salonas 27_2.JPG,"artimiausias K00537 (0.4) Melsvas viršelis; nuotraukoje 27_3 — tos pačios knygos antraštinis lapas (Vilnius, „Lietuvos auto“, 1992), galbūt antras egzempliorius plastikiniame aplanke"
Žagarinė salonas,27,33,Сергей Есенин,Собрание сочинений. Том третий. Стихотворения и поэмы (1924—1925),RU,0.9,cover,Zagarine Salonas 27_4.JPG,artimiausias K00036 (0.36) Москва; nufotografuotas antraštinis lapas
Žagarinė salonas,27,34,Константин Бальмонт,Избранное,RU,0.9,cover,Zagarine Salonas 27_5.JPG,Москва; nufotografuotas antraštinis lapas
Žagarinė salonas,27,36,Motiejus Čepas,Apie žymųjį kalbininką Joną Jablonskį ir jo artimuosius bei gimines,LT,0.9,cover,Zagarine Salonas 27_8.JPG,artimiausias K00062 (0.18) Žalias brošiūros viršelis; ta pati knyga nufotografuota ir 27_20 (galbūt antras egzempliorius)
Žagarinė salonas,27,37,Antanas Juška,Vilniaus byla,LT,0.9,cover,Zagarine Salonas 27_9.JPG,artimiausias K01797 (0.5) Rusvas viršelis su Vilniaus miesto antspaudo atvaizdu
Žagarinė salonas,27,38,Ona Monkevičienė,Vėrinėlis. Knyga auklėtojai. I dalis,LT,0.9,cover,Zagarine Salonas 27_10.JPG,"artimiausias K00667 (0.33) Baltas viršelis su drugelio ženklu, plastikiniame apvalkale"
Žagarinė salonas,27,39,,Šiuolaikinės švietimo problemos. I tarptautinės mokslinės konferencijos medžiaga,LT,0.9,cover,Zagarine Salonas 27_11.JPG,"Geltonas viršelis; dvikalbis — lenkiškai „Problemy współczesnej edukacji. Materiały I międzynarodowej naukowej konferencji“, Vilnius, 1998 balandžio 15–17 d."
Žagarinė salonas,27,40,Viktoras Alekna,Ąžuolas,LT,0.9,cover,Zagarine Salonas 27_12.JPG,
Žagarinė salonas,27,41,,Metodinės rekomendacijos ikimokyklinio ugdymo programai rengti,LT,0.9,cover,Zagarine Salonas 27_13.JPG,Didelio formato leidinys su vaikų iliustracijomis
Žagarinė salonas,27,42,,Vaikų darželių programa /eksperimentinė/,LT,0.9,cover,Zagarine Salonas 27_14.JPG,artimiausias K00886 (0.29) Gelsvas viršelis be autoriaus; atskira nuo lentynoje stovinčios „Vaikų darželių programos Vėrinėlis“
Žagarinė salonas,27,43,,"Šeima. Leidinys tėvams, 1983/7",LT,0.9,cover,Zagarine Salonas 27_15.JPG,"artimiausias K01847 (0.29) Periodinis leidinys (žurnalas), Nr. 7, ISSN 0131-6427"
Žagarinė salonas,27,44,,Mokytojų rengimo ir tobulinimosi problemos,LT,0.8,cover,Zagarine Salonas 27_16.JPG,"Mašinraštinis leidinys: Lietuvos Respublikos kultūros ir švietimo ministerija, Lietuvos mokytojų kvalifikacijos institutas; 1990 m. lapkričio 13–14 d. konferencijos pranešimų tezės; Vilnius, 1991; viršelyje ranka pasirašyta"
Žagarinė salonas,27,45,,Mentoriaus kompetencijos. Mentoriaus knyga,LT,0.9,cover,Zagarine Salonas 27_17.JPG,artimiausias K00667 (0.33) Mėlynai oranžinis viršelis
Žagarinė salonas,27,46,,Vėrinėlis. Knyga auklėtojai. II dalis,LT,0.9,cover,Zagarine Salonas 27_18.JPG,artimiausias K00667 (0.33) Autorės pavardės ant viršelio nematyti (I dalies autorė — Ona Monkevičienė)
Žagarinė salonas,27,47,Stasys Bilys,Pirmosios elektrinės Lietuvoje. Antra dalis,LT,0.9,cover,Zagarine Salonas 27_19.JPG,artimiausias K01192 (0.25) Oranžinis viršelis
Žagarinė salonas,27,48,,Vitolda Sofija Glebuvienė. Bibliografijos rodyklė 1967–2016,LT,0.9,cover,Zagarine Salonas 27_21.JPG,"Baltai raudonas viršelis su „GSV“ monograma; Vitolda Sofija Glebuvienė — rodyklės objektas, ne autorė"
Žagarinė salonas,27,49,V. Tarasonis,Fizikos laboratoriniai darbai specialiosioms vidurinėms mokykloms,LT,0.9,cover,Zagarine Salonas 27_25.JPG,Tamsiai pilkas viršelis; ta pati knyga nufotografuota ir 27_22 (ten plastikiniame maišelyje) — galbūt du egzemplioriai
Žagarinė salonas,27,50,A. Piročkinas,Jono Jablonskio leksiniai taisymai,LT,0.9,cover,Zagarine Salonas 27_23.JPG,Mėlynas viršelis oranžinėmis raidėmis
Žagarinė salonas,27,51,Vytautas Landsbergis,Kovo vėjas,LT,0.9,cover,Zagarine Salonas 27_24.JPG,artimiausias K01764 (0.29) 
Žagarinė salonas,27,52,,Senoji Klaipėda XIX–XX a. Vaizdų albumas,LT,0.8,cover,Zagarine Salonas 27_26.JPG,"artimiausias K01710 (0.33) Mėlynas viršelis; pavadinimas dalinai užkirstas kadro krašto — matyti „Senoji Klaipėda XIX–XX...“, taip pat vokiškas „Das alte Klaipėda 19.–20. Jh.“ ir angliškas „Old Klaipėda. The 19th–20th...“ variantai"
Žagarinė salonas,28,9,Rainer Maria Rilke,Die Aufzeichnungen des Malte Laurids Brigge,DE,0.9,spine,,artimiausias K00279 (0.25) aplankas viršuje suplyšęs
Žagarinė salonas,28,12,Johann Wolfgang Goethe,Sein Leben in Bildern,DE,0.9,cover,Zagarine Salonas 28_3.JPG,"alyvuogių spalvos viršelis, melsva drobinė nugarėlė; lentynoje stovi atsirėmusi už „XX век“ tomo"
Žagarinė salonas,28,17,Stefan Zweig,Balzacas. Dickensas. Dostojevskis,LT,0.9,spine,,artimiausias K00021 (0.4) alyvinis viršelis su autoriaus portretu
Žagarinė salonas,28,20,G. E. Lessing,,,0.5,spine,,"geltona nugarėlė su gotikiniu užrašu „G. E. Lessing“; pavadinimo nematyti, aplankas apiplyšęs"
Žagarinė salonas,28,23,Johann Wolfgang Goethe,Faustas,LT,0.9,spine,,plona pilka nugarėlė; antras „Fausto“ leidimas šalia pos 22
Žagarinė salonas,28,24,,,,0.3,spine,,"neįskaitoma: didelė tamsiai ruda knyga, atremta į lentynos galą; nugarėlė be matomo teksto"
Žagarinė salonas,28,27,Paul Lindau,"Ferien im Morgenlande. Tagebuchblätter aus Griechenland, der europäischen Türkei und Kleinasien",DE,0.9,cover,Zagarine Salonas 28_4.JPG,"artimiausias K00181 (0.18) antraštinis lapas, antrasis leidimas (Zweite Auflage); viršuje ranka rašytas įrašas „Ž. Gaudiešius“; lentynos nuotraukoje neatpažįstama"
Žagarinė salonas,28,28,А. Ф. Туров (sudarytojas),Американская фантастика,RU,0.9,cover,Zagarine Salonas 28_5.JPG,antraštinis lapas; A. Bester „Tiger! Tiger!“ ir R. Sheckley „The Seventh Victim“; priedas prie žurnalo „Техника и наука“; lentynos nuotraukoje neatpažįstama
Žagarinė salonas,28,30,Мартти Ларни,Прекрасная свинарка,RU,0.9,cover,Zagarine Salonas 28_7.JPG,antraštinis lapas; vertė В. Богачев; lentynos nuotraukoje neatpažįstama
Žagarinė salonas,29,2,Рэй Брэдбери,,RU,0.6,spine,,"tamsiai žalias drobinis viršelis, ant nugarėlės tik autoriaus pavardė, pavadinimo nesimato"
Žagarinė salonas,29,3,Томас Вулф,Домой возврата нет,RU,0.9,spine,,tamsiai žalias drobinis viršelis
Žagarinė salonas,29,7,Герман Мелвилл,,RU,0.8,spine,,"3 tomai (1, 2, 3); juodos nugarėlės su auksiniu autoriaus vardu, pavadinimo nesimato"
Žagarinė salonas,29,8,Фрэнк Херберт,,RU,0.6,spine,,"tamsiai mėlynas viršelis, ant nugarėlės tik autoriaus vardas"
Žagarinė salonas,29,10,К. М. Андерсон,Оуэнисты в Британии,RU,0.9,spine,,artimiausias K00042 (0.5) 
Žagarinė salonas,29,14,Džekas Londonas,,LT,0.6,spine,,"oranžinė nugarėlė, matosi tik autoriaus vardas"
Žagarinė salonas,29,19,,Schopenhauer,,0.6,cover,Zagarine Salonas 29_1.JPG,"rudas odinis viršelis su juoda juosta; ant nugarėlės tik SCHOPENHAUER, kalba neaiški"
Žagarinė salonas,29,24,Oscar Wilde,Selections. Volume Two,EN,0.9,cover,Zagarine Salonas 29_1.JPG,artimiausias K01330 (0.33) guli horizontaliai ant stovinčių knygų dešinėje pusėje
Žagarinė salonas,29,25,,,,0.3,spine,,"neįskaitoma: storoka kreminė knyga, gulinti horizontaliai po Oscar Wilde tomu; nugarėlės nesimato"
Žagarinė salonas,29,26,George Meredith,Ordeal of Richard Feverel - Complete,EN,0.9,cover,Zagarine Salonas 29_2.JPG,artimiausias K01767 (0.22) didelio formato minkštas viršelis; lentynos nuotraukoje neatpažįstama
Žagarinė salonas,29,27,Михаил Шолохов,Судьба человека,RU,0.9,cover,Zagarine Salonas 29_3.JPG,senas apdaužytas minkštas viršelis; lentynos nuotraukoje neatpažįstama
Žagarinė salonas,29,28,А. Н. Толстой,Аэлита,RU,0.9,cover,Zagarine Salonas 29_4.JPG,lentynos nuotraukoje neatpažįstama
Žagarinė salonas,29,29,Мигель Сервантес,Цыганочка,RU,0.9,cover,Zagarine Salonas 29_5.JPG,lentynos nuotraukoje neatpažįstama
Žagarinė salonas,29,30,J. V. Gėtė,Jaunojo Verterio kančios,LT,0.9,cover,Zagarine Salonas 29_6.JPG,geltonas viršelis; lentynos nuotraukoje neatpažįstama
Žagarinė salonas,30,4,Antuanas de Sent Egziuperi,,LT,0.5,spine,,"labai nudėvėta knyga, ruda viršutinė ir auksinė apatinė nugarėlės dalis; matyti tik autorius"
Žagarinė salonas,30,10,Rablė,Gargantiua ir Pantagriuelis,LT,0.9,spine,,rausvas audinio viršelis su auksuotu įspaudu
Žagarinė salonas,30,12,Бальзак,Шагреневая кожа,RU,0.9,spine,,tamsiai žalia nugarėlė
Žagarinė salonas,30,13,,,DE,0.3,spine,,"neįskaitoma: kreminė nugarėlė, apačioje tik leidyklos pavadinimas; viršelyje XIX a. vyro portretas; pavadinimas neįskaitomas"
Žagarinė salonas,30,16,,,FR,0.3,spine,,"neįskaitoma: Livre de Poche Nr. 15264; nugarėlės tekstas nublukęs, neįskaitomas"
Žagarinė salonas,30,19,Daniel Defoe,Robinson Crusoe,EN,0.9,spine,,
